"","main_category","state","backers","country","usd_pledged_real","usd_goal_real","date_diff"
"7150",1,1,253,22,7877,2000,30
"7152",13,0,9,22,807,19500,60
"7159",7,0,0,22,0,55500,30
"7162",11,1,34,22,955,800,31
"7172",11,1,5,22,505,500,15
"7173",11,0,11,22,620,10000,30
"7204",7,0,1,22,25,5000,34
"7205",3,0,4,17,670.93,1898.85,30
"7210",14,0,0,10,0,15838.32,30
"7235",14,0,35,10,2775.59,22750.71,30
"7261",11,1,97,22,2138.69,1700,30
"7282",7,0,1,22,28,5000,45
"7290",6,0,0,22,0,1800,35
"7299",11,0,19,22,953,4000,25
"7303",15,0,5,22,1908,10000,36
"7318",11,1,46,22,4192,3500,30
"7327",13,0,0,22,0,20000,60
"7337",9,0,0,22,0,60000,49
"7340",6,0,0,22,0,2500,60
"7353",5,1,436,22,17917,15000,32
"7358",11,1,911,22,75258.05,50000,38
"7370",7,0,5,17,275.63,1064.2,30
"7371",1,1,60,22,12336,12000,26
"7378",9,0,4,22,32,11475,30
"7381",11,1,80,22,4291,4000,38
"7383",13,1,1430,7,97880.42,7522.64,34
"7407",1,1,19,4,3995.72,3822.92,30
"7424",11,1,209,22,9569.13,7300,30
"7426",6,0,1,4,0.92,915.17,26
"7428",14,0,1,8,10.59,58239.27,33
"7441",5,3,0,4,0,27817.52,28
"7448",11,1,38,22,2551,2400,30
"7455",8,1,71,22,5534,5475,35
"7469",7,1,34,22,2745,2500,30
"7511",13,3,0,22,0,5000,60
"7517",11,0,1,22,1,15000,30
"7526",11,0,0,10,0,235897.27,30
"7536",7,1,88,22,16599,16250,35
"7555",8,0,2,22,200,5500,42
"7556",14,0,6,22,67,55000,30
"7561",10,0,1,22,1,5000,30
"7567",15,1,52,22,7110,6800,26
"7574",14,3,16,22,4248,2e+05,60
"7579",9,1,157,13,5891.53,5532.99,35
"7594",13,0,0,22,0,5000,20
"7606",11,0,20,22,4635,15000,42
"7618",11,0,37,22,1718,8000,44
"7631",14,0,5,22,125,25000,60
"7647",9,1,205,22,9243,3500,45
"7655",9,0,6,22,485,14500,35
"7681",11,1,18,22,7060,7000,32
"7719",5,0,41,22,3128,10000,40
"7731",1,0,16,22,815,2000,25
"7750",1,0,3,22,17,4000,60
"7793",13,1,15,4,831.02,831.02,30
"7803",8,1,4,22,21,10,30
"7805",14,3,1,10,1.24,248873.85,30
"7840",7,0,7,10,123.6,7660.32,30
"7844",9,1,7,22,210,200,30
"7854",13,0,1,16,0.52,3443.42,33
"7855",9,1,4357,22,168041.85,150000,30
"7863",15,0,15,22,630,3500,60
"7873",9,0,6,10,148.53,742.66,30
"7888",12,1,273,22,35907,35622,31
"7891",6,1,199,22,25954,15000,39
"7894",8,3,1,22,20,10000,60
"7900",7,0,19,22,843,3000,60
"7914",13,0,3,22,70,2000,30
"7917",14,0,0,13,0,22824.02,30
"7940",11,1,23,22,7571,7500,30
"7944",14,0,8,22,1612,45000,30
"7957",5,1,414,22,417062,50000,45
"7958",6,1,19,22,401.6,250,32
"7966",5,1,125,22,8946,8500,9
"7971",7,0,0,9,0,5451.02,60
"7975",9,0,10,6,212.76,5483.48,60
"7982",2,1,52,22,1683.01,1500,51
"7987",14,1,25,22,2050.81,1000,30
"8000",5,1,162,22,33356,30000,60
"8003",14,0,7,22,247,15000,30
"8013",7,0,2,22,30,20000,45
"8027",9,3,0,16,0,587.64,30
"8029",7,1,30,22,3535,3000,30
"8036",13,0,1,22,10,5000,60
"8037",7,1,49,22,3410,3000,30
"8038",7,1,7,19,330.69,308.64,23
"8047",5,0,10,13,60.92,534.4,12
"8052",5,1,28,22,5055,5000,35
"8070",13,0,5,22,321,2500,20
"8076",9,0,2,22,10,65000,30
"8079",14,0,1,6,17.15,62875.83,60
"8081",9,1,135,22,2477,2000,30
"8090",14,0,216,22,58369,175000,26
"8096",11,1,42,22,1379.33,1300,32
"8097",5,1,24,22,1012,500,30
"8099",5,0,46,22,3210,10000,30
"8131",7,1,36,22,1305,1100,15
"8137",7,0,4,22,400,50000,61
"8142",11,1,123,22,5906,4000,30
"8145",5,1,371,22,13171,10000,40
"8154",7,1,683,10,52375.58,48027.66,35
"8167",2,0,0,22,0,50000,60
"8169",12,1,116,22,22289,22000,31
"8184",11,1,414,22,22782.44,17000,30
"8191",7,0,3,22,26,500,10
"8211",14,3,5,4,11.86,228164.64,35
"8212",13,0,3,22,120,15000,30
"8218",15,1,42,22,5500,5500,30
"8223",11,0,8,19,361.83,5890.27,21
"8230",1,1,52,22,3801,3326,27
"8233",5,1,614,22,20426,5000,30
"8244",14,0,0,16,0,1241.83,60
"8256",7,0,6,22,280,15000,30
"8282",7,1,99,10,11615.86,11508.99,21
"8284",9,0,39,22,763,50000,30
"8293",8,0,3,22,16,10000,60
"8294",13,1,12,22,3270,3200,30
"8298",10,0,0,2,0,1867.59,15
"8299",9,3,14,22,482,5000,30
"8303",11,1,78,22,3683.99,3000,40
"8315",8,0,1,22,100,2e+05,60
"8331",9,0,37,4,2492.48,3601.73,7
"8333",13,0,0,22,0,3000,30
"8339",9,0,22,22,1084,25000,35
"8341",15,1,30,22,1710,1500,51
"8348",7,0,1,2,190.74,9918.36,30
"8365",13,0,0,10,0,6489.63,60
"8390",1,1,127,22,4641.7,3800,30
"8398",4,0,3,22,25,3000,20
"8400",13,0,10,22,265,3000,43
"8403",8,1,2,22,70,20,30
"8437",7,1,52,22,3200,3000,30
"8453",7,1,35,22,1350.66,900,29
"8457",6,0,1,22,1,15000,60
"8470",5,0,0,22,0,4000,25
"8481",13,1,476,10,12795.63,8997.43,30
"8488",7,0,0,22,0,69000,33
"8490",1,3,1,4,22.37,932.07,30
"8492",12,1,23,22,900,550,89
"8494",11,1,3187,22,165104.84,85000,30
"8496",9,0,6,10,42.47,7078.94,32
"8501",7,0,23,22,760,10000,30
"8504",7,0,0,22,0,50000,45
"8527",13,0,0,22,0,3000,60
"8528",1,0,1,22,10,1500,25
"8529",11,0,5,8,111.68,53606.13,60
"8559",5,0,7,17,44.82,1769.24,30
"8572",13,3,9,22,735,32000,23
"8594",13,0,1,22,4,3500,40
"8599",9,1,773,4,19046.5,18145.53,30
"8615",11,1,37,22,1800,800,21
"8633",8,0,0,4,0,45.8,30
"8642",7,0,3,4,617.97,14523.27,30
"8650",15,1,46,10,2806.25,2598.38,25
"8651",6,3,0,22,0,20000,60
"8664",10,0,4,22,45,140,14
"8677",5,0,6,7,1247.85,38789.12,40
"8681",8,0,1,22,1,1e+05,16
"8684",11,0,2,22,100,5000,40
"8724",9,1,133,22,10506,10000,31
"8728",6,0,6,22,82,250,13
"8732",6,0,1,22,30,15000,30
"8744",15,1,63,10,7202.91,7058.6,30
"8747",11,1,12,22,230,5,30
"8748",12,0,3,10,39.53,12752.5,30
"8753",14,3,24,22,416,25000,30
"8777",11,1,1,22,1000,1000,30
"8778",7,0,0,22,0,4000,90
"8780",9,3,0,10,0,1296.07,30
"8783",10,3,3,9,132.63,2192.19,26
"8785",1,1,109,10,27400.19,23954.01,40
"8798",1,0,8,22,550,25000,30
"8805",14,1,67,11,8496.7,4969.84,31
"8809",12,1,86,22,3070,3000,10
"8812",9,0,10,22,191,1000,30
"8817",9,1,407,22,12701.32,10000,30
"8823",7,0,0,8,0,4464.39,30
"8834",5,1,3,10,131.09,128.49,30
"8856",2,1,21,22,847,650,33
"8863",7,1,107,22,8280,5000,27
"8864",11,0,2,4,68.3,803.47,30
"8880",14,0,51,22,2285.66,65000,33
"8888",6,0,0,22,0,3500,30
"8893",7,0,3,10,52.68,301.04,40
"8905",7,0,7,22,902,3000,30
"8924",11,1,29,22,165,28,53
"8926",6,0,0,22,0,10000,28
"8930",11,0,1,22,50,8000,30
"8942",7,0,1,22,1,20000,30
"8957",11,0,3,10,33.19,829.74,30
"8967",2,0,161,22,7157,12000,30
"8968",8,1,300,10,24936.54,22714.54,30
"8971",13,0,0,22,0,5500,30
"8981",7,1,15,18,969.2,233.54,16
"8991",11,1,14,22,475.23,200,14
"8996",7,1,19,22,1499,750,18
"9007",11,0,8,22,136.06,600,29
"9014",9,0,1,17,6.8,8164.15,30
"9025",11,1,94,22,15861,15000,47
"9031",1,1,317,22,26561.01,25000,25
"9054",11,1,19,22,1441,1000,60
"9063",9,0,61,22,3594,20000,34
"9077",9,0,3,22,111,15000,30
"9081",8,1,104,22,5365,5000,36
"9094",6,1,68,22,4161,2500,30
"9101",7,0,25,22,3371,35000,30
"9102",12,3,0,22,0,6000,30
"9121",2,1,48,22,2540.88,2400,30
"9135",1,1,1,22,10,10,8
"9141",1,0,10,22,687,20000,30
"9143",6,0,6,22,262,10000,30
"9164",11,1,78,22,11119,11000,45
"9172",6,1,197,22,8512.58,2500,30
"9182",11,1,31,22,1188.7,500,5
"9230",5,0,11,10,205.45,5617.71,30
"9245",15,0,0,2,0,3433.12,15
"9264",9,0,2,22,40,35000,29
"9271",13,1,62,22,5036,5000,55
"9307",13,0,1,22,200,300,27
"9312",8,0,27,22,895,3500,30
"9320",1,1,26,13,703.28,660.36,30
"9343",9,1,151,8,14847.92,4463.19,25
"9352",14,0,6,22,37,10000,30
"9365",14,0,29,22,1897,25000,30
"9377",9,1,326,22,13567,9000,10
"9385",9,0,2,22,6,1000,30
"9386",7,3,3,22,36,5e+05,33
"9406",12,0,0,22,0,7000,30
"9475",5,1,27,1,5641.72,5282.51,40
"9494",15,1,55,22,4685,4000,21
"9495",4,0,4,2,42.53,470.31,5
"9501",9,0,70,22,5027,40000,39
"9507",14,0,10,22,210,3500,30
"9510",11,1,56,22,2760,2500,21
"9513",2,1,44,22,1290,1000,30
"9516",3,3,3,22,159,8000,30
"9553",9,1,92,10,1613.84,527.83,30
"9555",6,0,1,9,1.08,16.25,30
"9565",8,0,0,22,0,5000,30
"9573",11,1,49,10,5656.23,4012.65,30
"9585",6,0,36,22,7195,20000,45
"9614",11,0,1,13,1.11,2329.53,3
"9620",7,3,124,22,11396,50000,25
"9631",11,0,0,4,0,1519.06,30
"9637",13,0,0,22,0,5000,20
"9659",11,1,64,22,2698,1500,30
"9677",9,1,3591,22,396907.43,50000,28
"9690",7,1,779,6,80004.05,78077.94,31
"9695",13,1,11,22,510,500,21
"9700",11,1,35,22,4030,4030,40
"9704",2,1,18,4,156.65,128.4,48
"9719",15,0,0,22,0,2500,45
"9720",7,1,85,22,5831,5000,30
"9721",2,0,6,22,141,9000,29
"9741",14,0,1,13,1.11,85739.42,39
"9755",11,0,12,22,210,1500,39
"9788",14,0,0,22,0,5000,10
"9810",9,1,140,22,6118,5000,91
"9812",14,0,1,9,1.1,9355.05,60
"9818",11,0,4,22,175,3500,30
"9830",6,1,206,22,34260,22000,32
"9831",13,0,0,22,0,122,26
"9836",15,1,54,10,1569.88,1522.82,18
"9847",13,0,7,22,215,2600,60
"9853",15,1,12,22,4000,4000,16
"9858",14,0,4,22,130,5000,30
"9877",5,0,0,7,0,5022.18,30
"9904",13,0,0,22,0,100,60
"9906",13,3,0,22,0,5000,30
"9916",7,1,36,22,2034,2000,15
"9918",9,0,2,22,6,12000,30
"9938",5,1,80,22,6245,3500,30
"9961",7,0,0,10,0,6249.51,30
"9966",14,3,54,10,9970.63,333800.65,31
"9968",7,0,17,22,960,30000,30
"9978",13,0,0,22,0,15000,60
"9982",13,0,18,22,639,3000,45
"9986",11,1,39,22,1483.02,1080,26
"9991",2,1,115,22,4181.31,3500,33
"9992",13,3,0,22,0,3000,30
"10011",13,0,0,22,0,200,5
"10027",11,0,1,22,100,30000,30
"10062",12,0,1,22,50,1000,30
"10065",11,3,2,22,600,17000,60
"10101",7,0,1,22,2,25000,40
"10112",11,0,7,22,300,5000,28
"10122",7,0,60,22,6646,40000,33
"10140",9,0,1,22,50,1e+05,30
"10143",9,0,2,22,100,7000,30
"10152",5,1,73,22,6332,6000,30
"10153",1,1,19,22,2297,2222,34
"10160",13,0,0,22,0,20000,60
"10161",13,0,0,22,0,5000,59
"10169",13,1,17,22,1191,1000,91
"10170",15,1,154,22,21689,11500,32
"10181",8,0,36,10,1196.78,3905.94,20
"10186",9,3,4,22,88,60000,31
"10193",9,1,11,4,893.84,892.06,34
"10221",14,0,0,22,0,25000,30
"10241",5,0,3,22,70,3000,30
"10247",14,0,4,22,121,1900,60
"10268",11,0,13,22,872,1500,30
"10272",2,1,160,22,16904.48,16000,38
"10273",5,3,17,6,891.15,26745.12,49
"10282",7,1,19,22,530,500,6
"10318",3,0,1,4,0.92,4596.43,30
"10319",6,1,135,2,16327.44,9621.79,33
"10330",6,0,3,22,45,5000,31
"10349",13,0,1,22,1,1000,20
"10358",9,1,117,22,10335,9600,32
"10375",7,0,30,22,1094,7000,30
"10376",11,0,0,10,0,2016.44,60
"10378",11,0,3,4,122.26,4075.31,30
"10379",13,1,44,22,1307,1050,28
"10382",9,1,1210,22,38311,3210,30
"10396",12,3,3,22,37,5000,90
"10397",7,1,21,22,437,300,60
"10439",7,0,20,22,1085,24000,13
"10453",7,1,46,16,3573.55,2973.46,20
"10477",7,0,635,22,21112.68,33000,30
"10497",9,1,32,22,984,500,30
"10516",2,0,79,10,1812.96,4103.41,30
"10523",7,1,161,22,20605,20000,45
"10530",13,1,53,22,3271,3200,40
"10543",14,1,27,22,20069,20000,30
"10553",14,0,12,22,289,3000,30
"10570",7,0,0,22,0,25000,60
"10573",13,3,48,10,2211.91,4472.39,30
"10585",8,1,252,10,32196.14,31676.64,30
"10605",11,1,24,22,1355,1000,60
"10620",7,0,11,22,511,3000,45
"10621",9,3,3,9,124.19,56449.97,30
"10642",13,0,3,22,220,2000,31
"10644",9,1,80,18,3235.47,3104.93,30
"10651",9,0,3,22,60,1e+05,60
"10656",7,0,2,22,20,40000,30
"10666",2,1,67,10,4120.97,3963.74,33
"10676",7,0,0,22,0,5000,43
"10693",6,0,5,22,145,6000,28
"10697",7,1,94,22,10065,8000,53
"10699",7,0,0,22,0,10000,37
"10708",11,3,0,22,0,3000,60
"10714",7,0,3,10,30.44,38967.36,51
"10720",2,0,12,22,257,2000,60
"10738",13,3,1,22,18,15000,30
"10753",14,0,2,22,103,68000,45
"10757",11,3,29,22,1050,6500,30
"10760",9,3,6,22,53,1000,30
"10775",9,0,30,22,1177,30000,30
"10780",15,1,64,10,3970.28,3893.96,30
"10818",7,3,4,22,610,40000,30
"10838",13,0,4,22,135,2000,15
"10867",1,1,27,22,585,500,30
"10875",13,0,1,22,50,10000,30
"10900",4,0,3,22,36,2500,16
"10917",5,0,46,10,1860.47,3301.64,60
"10924",1,0,5,10,164.07,2660.56,60
"10925",10,1,22,22,950,700,60
"10961",15,1,68,22,5673,5000,17
"11002",7,3,1,22,100,5000,40
"11004",13,1,88,22,7670,7650,26
"11024",15,0,11,22,487.55,2000,30
"11035",6,0,4,22,220,5000,40
"11058",6,0,2,22,2,25000,14
"11086",1,0,5,6,192.29,9905.95,30
"11106",5,1,100,22,22825,20000,32
"11129",12,0,5,22,245,500,35
"11135",9,0,0,22,0,1200,60
"11136",11,1,21,10,499.89,315.59,30
"11137",9,1,448,22,72663,25000,45
"11154",11,0,3,22,160,2500,25
"11168",7,1,109,22,2935.69,2500,30
"11190",11,1,70,22,5452,5000,30
"11195",12,0,1,10,15.32,22976.89,30
"11196",13,0,0,22,0,6000,30
"11200",9,0,4,17,76.26,2148.2,30
"11202",8,0,6,22,159,37500,30
"11203",11,0,19,22,980,5000,30
"11222",11,0,9,22,884,35000,31
"11232",13,3,0,22,0,13044,60
"11252",1,0,10,4,839.31,55461.07,46
"11253",8,0,6,22,333,2500,30
"11261",7,1,70,22,3110,2500,30
"11263",13,1,30,22,629,500,21
"11275",12,0,9,22,1003,5500,30
"11276",11,0,17,5,1156.75,19841.27,56
"11282",14,0,12,22,1771,125000,45
"11296",8,0,19,22,2753,10000,40
"11302",13,1,19,22,1741,1500,30
"11308",11,0,8,22,290,4444.44,46
"11329",13,0,2,22,51,6825,60
"11331",12,1,362,22,24152,16000,60
"11366",7,0,0,13,0,37925.99,30
"11378",15,1,93,10,6068.41,4570.73,30
"11389",1,0,11,22,645,8000,45
"11390",1,0,9,16,168.34,3850.81,45
"11391",11,0,3,22,250,8000,91
"11393",1,0,7,22,143,250,15
"11405",2,0,5,22,91,6000,30
"11411",7,1,68,22,20150,15000,30
"11415",13,0,0,22,0,25000,30
"11423",11,1,28,22,2650,2500,30
"11431",13,0,41,22,2663,24000,30
"11455",5,0,1,22,40,10000,50
"11463",7,1,250,22,25282,25000,33
"11478",7,1,17,22,520.99,500,58
"11480",13,1,118,12,4216.47,2784.99,26
"11483",14,0,3,22,3567,6e+05,47
"11490",6,2,4,22,71,1500,30
"11493",5,0,69,2,3817.96,7509.76,38
"11494",15,1,60,22,3031,3000,30
"11496",7,1,259,22,13441,11970,31
"11516",13,1,67,22,1640.05,1500,21
"11518",14,1,315,22,51104,10000,29
"11523",3,0,10,10,647.11,2521.22,30
"11529",2,1,118,22,4115.01,2000,22
"11542",5,0,69,22,1574,30000,30
"11562",2,1,1457,22,86426.5,60000,35
"11572",1,0,3,22,101,4300,56
"11612",10,1,47,22,1305,1000,30
"11622",3,0,3,22,102,2000,30
"11626",8,1,127,22,12780,11800,40
"11653",10,0,14,22,477,1000,30
"11682",13,0,10,22,390,5000,20
"11689",9,0,13,22,173,3000,30
"11703",6,0,2,10,84.38,1687.59,30
"11705",1,0,15,22,766,1000,30
"11725",11,0,52,22,3910,15000,78
"11728",11,0,4,22,320,1000,30
"11730",14,1,57,22,10144,10000,40
"11732",7,0,0,22,0,20000,61
"11743",1,1,58,22,3427,3000,35
"11745",11,0,9,22,250,3110,30
"11761",14,0,32,22,7187,50000,60
"11777",15,0,6,22,100,1000,54
"11792",9,0,6,22,265,27500,60
"11800",12,0,0,22,0,3000,34
"11805",6,3,20,22,893,8998,38
"11810",1,3,0,22,0,1900,35
"11812",6,0,7,22,245,500,26
"11818",15,0,26,22,1440,5500,30
"11819",3,0,0,22,0,10000,53
"11836",5,1,73,22,16185,10000,31
"11841",8,0,2,22,51,15000,45
"11854",11,1,42,22,1695,1200,30
"11871",8,3,45,22,3805,50000,33
"11874",7,1,31,22,969,450,30
"11899",7,0,6,22,178,15000,45
"11909",10,0,0,4,0,19053,40
"11922",11,1,55,22,3044,3000,30
"11925",11,0,9,22,320,1000,60
"11944",9,3,4,22,110,5000,30
"11946",9,0,19,22,892,75000,30
"11950",13,0,7,22,180,5000,30
"11956",12,0,1,22,25,15000,23
"11971",14,0,5,22,435,8000,30
"11978",15,1,12,22,595,500,6
"11982",6,0,1,22,1,18000,60
"11990",7,1,41,22,4540,4500,30
"11995",7,0,8,22,470,3900,40
"11999",1,1,168,22,8527.11,7500,25
"12008",6,1,8,22,200,200,30
"12021",2,3,23,22,468,6000,31
"12031",2,0,0,22,0,1750,48
"12045",3,1,340,22,12127,3000,30
"12067",9,1,639,22,21593.34,5000,30
"12088",5,3,67,22,5191,15000,37
"12096",11,3,0,22,0,5000,60
"12104",7,0,51,10,7108.19,12255.5,30
"12109",11,0,2,22,150,2500,14
"12154",1,1,53,22,2807,2800,20
"12155",7,0,65,13,4899.13,65321.76,60
"12167",6,0,35,6,1535.86,12825.58,31
"12169",1,0,3,22,35,2500,30
"12170",7,0,2,22,10,18000,30
"12176",13,3,4,10,12474.86,77967.85,60
"12201",13,0,3,22,415,3250,60
"12207",11,0,0,16,0,1921.92,17
"12208",13,0,1,22,50,6500,30
"12209",5,1,3,22,1000,1000,30
"12219",6,0,2,22,800,10000,30
"12242",7,1,45,22,1074,1000,24
"12243",8,1,80,22,3082,1500,30
"12257",1,0,0,22,0,10,30
"12270",2,1,31,22,3067,1000,30
"12298",11,3,7,22,160,2000,30
"12327",3,0,1,4,14.49,7246.93,30
"12331",7,0,18,22,1237,8500,30
"12333",15,1,37,22,7164,7000,32
"12334",9,1,84,22,1743,1000,30
"12369",5,1,130,20,81760.19,79530.16,30
"12376",14,1,31,4,3971.02,3833.77,25
"12377",7,0,10,13,17784.77,67175.71,34
"12382",14,0,0,22,0,3e+05,60
"12398",15,0,21,22,718,5000,60
"12403",11,1,41,10,5510.85,5355.54,30
"12408",14,0,2,22,10,85000,50
"12415",7,1,133,10,34030.31,33751.86,30
"12424",7,1,224,22,42995,42000,30
"12430",12,0,1,22,40,5000,40
"12435",7,0,3,22,12,5000,30
"12442",11,0,5,22,345,1000,34
"12449",12,3,6,22,375,28400,30
"12452",7,0,1,10,1.62,48698.14,42
"12458",14,0,50,22,9834,70000,30
"12462",13,1,367,22,26669,19400,30
"12466",9,0,4,4,200.3,2645.5,31
"12469",7,0,4,22,20,200,30
"12471",6,1,39,22,2249,1750,30
"12476",13,0,2,22,40,4000,91
"12485",15,0,6,10,106.55,1315.41,29
"12489",7,1,818,22,48130.24,10000,42
"12490",7,1,19,22,1730,1500,30
"12496",13,0,1,22,5,1600,30
"12497",9,3,6,20,28.49,1818.67,29
"12522",2,1,37,22,3458,2500,24
"12551",14,0,3,22,35,150000,15
"12554",7,1,29,22,3960,3750,30
"12574",7,3,1,22,50,7000,30
"12600",13,3,0,22,0,6000,30
"12602",9,1,918,8,25185.65,22558.09,30
"12604",9,0,60,10,1474.31,4690.28,30
"12618",6,1,110,22,3959,2500,30
"12624",5,3,7,4,979.91,746.88,9
"12625",5,0,8,22,191,40000,30
"12626",13,0,3,22,135,600,15
"12628",7,0,9,22,1311,2e+06,33
"12629",13,0,1,22,10,1000,60
"12632",1,3,0,10,0,596.34,30
"12653",6,0,2,9,2.21,6639.59,50
"12655",2,0,0,18,0,12064.76,30
"12661",13,0,0,22,0,5000,30
"12670",9,3,211,22,19568,75000,27
"12676",11,1,49,22,5020,5000,36
"12712",11,1,107,22,4085,3000,26
"12716",11,0,7,22,345,6000,90
"12717",11,1,32,22,3720,3000,30
"12722",1,1,18,22,746,325,30
"12724",11,3,0,10,0,76589.62,30
"12726",11,1,50,22,2005,2000,45
"12730",2,3,2,22,2,15000,35
"12731",15,1,418,22,52737,50000,32
"12741",7,0,2,22,21,75000,30
"12743",15,1,24,22,2495,1500,29
"12753",11,0,0,22,0,30000,59
"12759",6,0,9,13,671.03,20541.61,30
"12763",1,1,79,22,3782,3657,30
"12770",13,0,0,22,0,20000,30
"12782",1,1,10,22,3506,3500,60
"12800",3,3,0,22,0,7500,36
"12802",9,1,340,22,28344.17,25000,45
"12808",11,1,125,22,10383.99,10000,40
"12809",13,1,202,22,12005,10000,30
"12816",10,0,2,13,2.29,57159.84,30
"12823",7,1,20,4,4475.58,4447.41,35
"12828",11,0,14,22,780,9000,36
"12842",1,1,33,22,1529,1500,30
"12843",8,1,393,22,23643,20000,31
"12844",5,1,443,22,20564,20000,45
"12882",2,0,4,22,135,8000,60
"12913",7,0,1,22,10,25000,30
"12929",11,1,59,22,3091,2950,30
"12939",7,3,0,22,0,1000,13
"12943",11,0,1,22,15,2500,30
"12954",11,0,5,10,34.71,425.19,60
"12985",7,0,0,22,0,100,30
"13012",1,0,0,10,0,3713.28,30
"13045",14,1,9,10,852.92,758.83,30
"13079",14,3,62,22,15520,20000,30
"13085",11,0,1,4,3.84,26910.66,32
"13100",15,1,34,22,3000,3000,25
"13104",1,0,13,22,1705,4000,30
"13113",12,1,92,2,11069.36,7890.58,28
"13151",14,0,3,22,15,15000,30
"13158",9,1,114,22,6556,6242,31
"13172",13,3,6,22,135,5000,30
"13180",9,0,2,1,99.27,16921.43,30
"13226",14,0,2,22,550,3500000,30
"13240",8,1,170,22,10346,10000,30
"13243",6,1,27,4,11903.85,11501.3,30
"13249",4,1,67,22,4029.73,4000,14
"13251",6,0,21,9,1671.33,28004.93,50
"13258",7,0,1,22,50,5000,60
"13278",14,0,13,22,397,50000,50
"13279",9,1,1267,22,34026.89,5000,30
"13285",1,0,19,22,3500.47,15000,25
"13290",13,0,0,22,0,20000,30
"13296",15,0,2,22,30,1500,90
"13319",13,0,5,22,195,30000,30
"13330",7,0,7,22,1521,45850,30
"13339",8,0,9,22,254,60000,34
"13345",7,3,6,22,215,2200,30
"13356",11,1,29,22,2020,2000,30
"13374",14,3,2,22,119,50000,38
"13376",13,0,8,22,201,3500,30
"13377",7,0,0,22,0,2e+06,60
"13382",4,1,80,22,15684,12000,31
"13394",11,0,3,22,100,3500,30
"13397",7,0,7,22,250,55000,60
"13398",8,0,0,4,0,18.3,21
"13406",7,1,44,22,1065.49,1000,31
"13417",9,0,1,4,10.82,15460.73,30
"13436",9,3,22,22,855,6000,30
"13465",14,1,34,22,1532,1500,35
"13473",11,0,1,22,100,5000,30
"13475",7,0,29,22,1016,7500,30
"13477",15,0,11,22,254,3500,37
"13478",14,0,11,22,2016,4e+05,45
"13479",11,0,0,10,0,3118.71,30
"13482",5,0,3,22,103,80000,30
"13487",13,0,2,22,100,3000,30
"13494",5,1,496,2,26982.9,22636.38,30
"13496",11,1,88,22,9260,8000,30
"13499",11,0,6,10,92.54,17428.05,30
"13518",5,0,13,22,827,5000,30
"13547",8,0,59,10,2900.16,19639.93,31
"13548",8,0,0,10,0,2321.19,15
"13552",7,1,1531,22,105684.91,99000,29
"13556",5,0,0,22,0,550200,60
"13567",1,0,0,22,0,200,20
"13571",8,0,14,22,380,900,46
"13574",9,0,538,22,58602,250000,30
"13586",8,0,2,10,47.67,153.78,30
"13595",11,1,62,22,2085.1,2000,16
"13608",12,0,2,10,13.36,133629.1,30
"13616",8,0,3,22,121,5000,15
"13622",5,1,44,10,3287.76,2931.93,12
"13626",14,0,6,22,246,1000,60
"13632",1,0,1,4,16.26,8128.1,60
"13641",11,1,48,22,3240.66,2500,30
"13654",14,0,12,19,1555.96,6750.37,60
"13657",1,1,3,22,135,100,14
"13667",11,1,80,22,12000,12000,40
"13671",11,1,45,22,3035,3000,91
"13674",14,0,1,22,1,30000,60
"13678",8,0,3,22,14,2500,30
"13687",8,0,20,22,7960,39891,35
"13691",8,0,1,22,1,5000,60
"13696",13,0,17,22,1997,35000,45
"13698",7,0,1,22,15,500,23
"13706",6,0,15,22,1176,75000,30
"13712",14,0,0,12,0,558546.88,60
"13737",9,2,6,6,218.47,36410.86,38
"13758",14,0,0,22,0,15000,60
"13768",8,0,29,22,1075,15000,60
"13787",6,0,1,22,20,4400,30
"13788",8,0,0,22,0,2000,21
"13791",11,0,5,22,250,3000,53
"13794",7,0,7,22,15,2000,32
"13808",15,1,129,22,6029.69,5500,60
"13825",3,3,3,10,52.09,84.02,30
"13827",6,1,140,22,29267,20000,38
"13828",8,1,198,22,11194,5000,27
"13843",1,0,4,22,250,3000,30
"13848",14,0,13,22,232,3e+05,30
"13852",4,0,2,22,75,10000,20
"13864",7,0,1,22,20,5300,30
"13869",13,0,0,22,0,2000,10
"13874",7,0,3,22,213,10000,30
"13886",8,1,62,22,2414,1400,30
"13889",9,0,10,22,610,28000,30
"13895",8,0,13,22,1855,110000,30
"13902",13,0,0,22,0,2400,30
"13909",11,1,69,22,8070.43,8000,49
"13916",7,0,5,20,172.98,5560.09,30
"13927",7,0,0,22,0,5000,38
"13931",15,0,27,22,5245,40000,30
"13936",13,0,1,22,40,1900,30
"13966",14,3,8,22,350,10000,32
"13969",11,0,32,18,1390.91,2386.81,30
"13970",5,0,5,22,215,15000,45
"14001",8,0,2,10,25.09,39205.85,30
"14003",11,0,6,22,75,150,30
"14016",14,0,44,22,2945,10000,30
"14018",11,3,1,22,1,20000,30
"14051",12,0,5,22,91,500,30
"14060",6,0,20,22,496,5500,41
"14074",1,0,39,22,2980,7000,30
"14088",14,0,74,22,3545,20000,30
"14090",9,1,114,22,10825,4500,27
"14098",9,1,81,22,8499,7700,30
"14102",5,1,51,22,31414,25000,30
"14111",9,1,850,22,12930.91,5000,30
"14121",6,0,3,22,130,1000,56
"14144",7,0,77,22,17487,250000,30
"14152",13,0,1,22,50,250,26
